idade,renda,hist_credito,emprego,propriedade
27,84884.96,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Structural Analysis Engineer,ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer
77,67529.66,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Pharmacist,lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis
31,75255.46,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Nurse Practicioner,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed
82,52245.91,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Statistician II,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis
81,10036.41,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Product Engineer,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet
41,71148.89,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Account Executive,ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at
77,35391.25,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Recruiter,cras in purus eu magna vulputate luctus cum sociis natoque penatibus
91,29458.39,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Speech Pathologist,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices
65,19969.12,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Research Nurse,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit
45,45221.6,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Speech Pathologist,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat
71,89324.84,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Structural Engineer,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue
40,83106.58,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Professor,nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam
73,11673.21,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Database Administrator II,suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet
79,10336.07,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Recruiting Manager,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam
60,52036.64,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,General Manager,non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel
52,69315.93,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Biostatistician II,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis
87,66116.34,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Programmer I,lobortis vel dapibus at diam nam tristique tortor eu pede
41,56775.06,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Human Resources Assistant III,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra
30,53143.34,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Software Consultant,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec
91,98278.18,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Dental Hygienist,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec
29,73600.76,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Dental Hygienist,eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio
48,98466.92,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Payment Adjustment Coordinator,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus
39,98611.66,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Senior Sales Associate,gravida sem praesent id massa id nisl venenatis lacinia aenean sit
69,19121.06,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Sales Associate,proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit
28,34225.05,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Product Engineer,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper
43,33446.99,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Media Manager II,posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet
45,5641.98,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Compensation Analyst,et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec
25,65359.16,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Registered Nurse,praesent id massa id nisl venenatis lacinia aenean sit amet
38,38279.49,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Programmer Analyst I,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel
45,9937.0,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Mechanical Systems Engineer,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat
36,78235.25,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Account Executive,at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget
60,10719.81,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Administrative Assistant I,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor
80,87975.14,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Mechanical Systems Engineer,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien
41,28950.86,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Administrative Officer,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum
39,28775.36,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Media Manager II,lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non
80,58724.12,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Senior Financial Analyst,urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius
92,94301.83,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Senior Quality Engineer,sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus
71,41199.29,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Food Chemist,aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus
54,51583.9,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Marketing Manager,feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac
89,24239.72,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Assistant Manager,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque
64,32764.08,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Research Associate,purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat
76,98344.31,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Developer III,sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula
36,26234.18,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Account Executive,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede
100,27509.59,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Administrative Assistant II,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis
46,45224.37,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Cost Accountant,praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante
84,57205.69,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Budget/Accounting Analyst IV,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id
35,83963.77,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Marketing Assistant,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque
66,52338.9,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Biostatistician III,platea dictumst etiam faucibus cursus urna ut tellus nulla ut
58,53334.6,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Librarian,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor
63,61439.14,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Tax Accountant,lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse
88,74696.39,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Assistant Media Planner,fermentum donec ut mauris eget massa tempor convallis nulla neque
77,63912.97,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Web Designer III,sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet
53,10448.24,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Geologist I,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean
44,49181.38,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Executive Secretary,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec
39,98618.44,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Nuclear Power Engineer,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac
56,52574.94,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Research Assistant IV,potenti in eleifend quam a odio in hac habitasse platea dictumst
91,36000.46,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Speech Pathologist,neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean
88,62763.21,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Internal Auditor,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus
67,22561.98,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Technical Writer,hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut
60,73903.68,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Administrative Officer,eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea
20,65334.18,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Environmental Specialist,erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia
27,18896.74,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Account Representative I,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing
24,22414.01,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,VP Product Management,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque
47,3895.29,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Associate Professor,proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut
45,90582.38,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Programmer II,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam
98,24065.92,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Nuclear Power Engineer,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget
61,96435.78,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Biostatistician IV,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer
98,99920.34,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Registered Nurse,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus
48,34308.54,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Automation Specialist IV,consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
29,26343.24,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Marketing Manager,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat
28,80513.42,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Accounting Assistant I,sem duis aliquam convallis nunc proin at turpis a pede posuere
70,65869.09,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Social Worker,gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede
92,20466.79,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Programmer III,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel
67,51646.84,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Senior Sales Associate,arcu libero rutrum ac lobortis vel dapibus at diam nam
50,31105.47,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,General Manager,at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas
24,4998.64,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Programmer Analyst I,primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam
27,41292.19,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Senior Quality Engineer,quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam
26,43069.17,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Account Representative IV,nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede
67,58770.44,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Research Associate,nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem
81,33086.12,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Executive Secretary,nec dui luctus rutrum nulla tellus in sagittis dui vel nisl
48,12234.65,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Programmer Analyst II,sit amet justo morbi ut odio cras mi pede malesuada in
99,27521.21,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Junior Executive,purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam
87,58541.56,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Paralegal,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum
39,73300.62,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Junior Executive,nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis
86,76142.87,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Teacher,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla
100,49942.12,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Staff Scientist,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur
22,55263.62,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Technical Writer,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique
43,2262.03,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Senior Cost Accountant,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas
81,80227.77,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Executive Secretary,ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim
38,5014.58,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Help Desk Technician,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue
39,20907.09,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Recruiter,est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet
26,30935.45,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,GIS Technical Architect,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis
31,56861.22,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Quality Control Specialist,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi
28,35212.45,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Safety Technician IV,dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor
78,96981.76,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Financial Analyst,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est
74,30212.54,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Recruiter,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue
81,42881.03,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Dental Hygienist,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis
77,93815.25,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Registered Nurse,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis
99,27748.19,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Senior Developer,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque
54,95022.08,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Pharmacist,non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
79,27840.52,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Actuary,semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero
37,29156.72,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Tax Accountant,pharetra magna ac consequat metus sapien ut nunc vestibulum ante
77,87065.89,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Senior Quality Engineer,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris
68,31.46,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Senior Sales Associate,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo
81,66297.0,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Cost Accountant,in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie
92,42003.98,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Financial Advisor,interdum in ante vestibulum ante ipsum primis in faucibus orci luctus
32,79760.23,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Analog Circuit Design manager,libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu
72,87367.21,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,VP Quality Control,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in
92,52840.31,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Quality Control Specialist,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis
72,80657.03,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Dental Hygienist,posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar
82,37227.75,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Structural Engineer,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat
31,76569.44,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Structural Analysis Engineer,donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id
98,12057.58,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Graphic Designer,lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin
97,41410.24,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Staff Accountant IV,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis
98,16348.76,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,GIS Technical Architect,sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla
83,57577.25,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Actuary,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae
41,47568.23,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Help Desk Technician,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac
74,94534.73,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,VP Product Management,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis
21,44386.26,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,General Manager,luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh
35,20732.71,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,VP Quality Control,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec
100,60738.89,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Account Representative III,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in
39,24167.32,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Staff Scientist,ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis
93,14789.9,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Operator,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam
91,6251.87,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Automation Specialist I,eget nunc donec quis orci eget orci vehicula condimentum curabitur in
33,68432.0,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,GIS Technical Architect,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate
50,26621.99,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Design Engineer,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit
96,22015.67,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Operator,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam
94,81092.43,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Clinical Specialist,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum
49,76941.8,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Biostatistician I,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec
80,38863.16,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Payment Adjustment Coordinator,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta
36,48973.12,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Food Chemist,gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede
100,22702.05,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Office Assistant III,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque
62,1481.93,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Software Engineer II,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at
